period,product,product_group,quantity,list_price,net_price
01/11/2020,PRDT08SJ3RG,G1,36,304,304
01/01/2021,PRDHGP96KTG,G1,26,304,211
01/04/2021,PRDIAU0GN17,G1,26,304,320.386
01/05/2020,PRD1VBINFIT,G1,26,304,304
01/03/2021,PRD7Q0O0P0L,G1,50,304,392.17
01/02/2022,PRD6P1DMT5B,G1,36,498.58,498.58
01/01/2022,PRDZBXZLRWD,G1,26,498.58,625.12
01/05/2021,PRDN7CVAPAH,G1,206,196,211
01/01/2022,PRDHCIBTTVB,G1,316,225.82,261.34
01/11/2020,PRDLCGDMLP7,G1,186,196,253
01/07/2020,PRDDNS1KS8J,G1,80,196,211
01/10/2020,PRDR4CEUF3J,G1,96,196,253
01/12/2020,PRDUXWZHOKT,G1,216,196,211
01/12/2020,PRDOAC0EW20,G1,186,196,196
01/05/2020,PRDORMSQM9N,G1,576,196,196
01/07/2021,PRD2FM91MMX,G1,96,225.8143,211
01/04/2021,PRDQHC0XOUV,G1,540,196,211
01/01/2022,PRDQJPDJDDT,G1,96,225.82,341.23
01/09/2021,PRDHZ90AS41,G1,216,225.82,211
01/12/2021,PRDBXNG34U7,G1,696,225.82,219.52
01/09/2020,PRD2UDQD8Y9,G1,162,196,211
01/10/2020,PRD55TI6VHK,G1,636,196,196
01/08/2020,PRDHTQHV62I,G1,128,196,253
01/04/2021,PRDP4CSOT54,G1,116,196,196
01/08/2021,PRDUU2C43MS,G1,216,225.8143,234.76
01/10/2021,PRDBGOLEIFO,G1,136,225.82,219.52
01/03/2020,PRDAV5SSNQL,G1,394,196,181
01/02/2021,PRDN5ZU1B4C,G1,36,196,211
01/03/2020,PRDIKJNJ7YQ,G1,576,196,181
01/07/2020,PRDUT3ECT84,G1,186,196,211
01/12/2021,PRDZMFPFRGZ,G1,216,225.82,211
01/11/2020,PRDW2YYNNQX,G1,98,196,211
01/12/2020,PRD36DOTH0L,G1,80,196,253
01/04/2021,PRDWP1RJ1SG,G1,162,196,211
01/04/2021,PRDDPF05EPZ,G1,80,196,169
01/07/2021,PRDUH4VOOXV,G1,616,225.8143,196
01/11/2020,PRDVEGJQQDF,G1,646,196,196
01/03/2022,PRDY1R0WJ0C,G1,78,225.82,271.06
01/03/2021,PRDO0BY9PCO,G1,40,196,304
01/07/2021,PRDOIYI4W0C,G1,526,225.8143,169
01/12/2021,PRDP1T7AQXU,G1,54,225.82,278.65
01/04/2021,PRD46DK59B6,G1,32,181,304
01/01/2021,PRDUHXSGCSP,G1,28,181,304
01/02/2022,PRDIF5SA4LH,G1,1016,219.52,219.5098
01/03/2022,PRD75CZFH1F,G1,368,219.52,271.99
01/09/2020,PRDELNS2GI1,G1,266,181,211
01/05/2020,PRD5BVLIHRH,G1,94,181,178
01/07/2021,PRDM1O3KIKX,G1,608,215.3236,211
01/07/2021,PRDWVEXM0GF,G1,184,215.3236,260.11
01/04/2021,PRDY8P1Y96J,G1,216,181,211
01/04/2020,PRDLPNGQG0P,G1,1238,181,178
01/03/2020,PRDUSENNDTV,G1,1016,181,145
01/06/2020,PRD58UYKDZQ,G1,496,181,178
01/04/2020,PRD2OCX7V5X,G1,886,181,211
01/09/2021,PRDTC0JKTF9,G1,80,341.23,260.11
01/07/2020,PRDBVVYY0ER,G1,106,253,253
01/06/2020,PRDFWDJEIPO,G1,28,253,324.4501
01/07/2021,PRDL6UXFHLZ,G1,66,260.11,253
01/09/2020,PRDRSBEESDT,G1,104,253,253
01/05/2020,PRDSKFXBL5J,G1,46,253,304
01/07/2020,PRDHJ6FR3YO,G1,166,253,253
01/01/2021,PRDT0ISQQMT,G1,26,253,304
01/09/2020,PRDIS60IT1V,G1,116,253,318.22
01/02/2021,PRDX2X5O9QV,G1,96,253,253
01/04/2020,PRDE7SZENN2,G1,140,253,253
01/01/2021,PRDSRGPOKEP,G1,66,253,253
01/05/2020,PRDIS6HJK19,G1,96,253,253
01/07/2020,PRDX7WM8XRT,G1,96,253,253
01/09/2020,PRD04QTEUZ3,G1,96,253,253
01/08/2020,PRD84ECJB22,G1,156,253,211
01/05/2021,PRDWJTJUVXW,G1,176,253,253
01/12/2020,PRD9JS5BHI2,G1,106,253,253
01/03/2020,PRDYNZNGNXW,G1,116,253,253
01/04/2020,PRDWUBXZZ25,G1,26,253,304
01/01/2022,PRDK994MPO4,G1,76,341.23,341.23
01/06/2020,PRD663ANRIR,G1,96,253,268.2364
01/02/2022,PRD1DL9DJWL,G1,116,341.23,312.94
01/09/2020,PRDBO27QBXY,G1,26,253,304
01/04/2021,PRDJO4EMHFU,G1,66,253,253
01/05/2020,PRDCNOL7S1N,G1,136,253,253
01/05/2021,PRDXWSQJM2N,G1,124,253,252.9979
01/05/2021,PRDSPTI4OVK,G1,146,253,235
01/08/2020,PRD55BAQ9EA,G1,96,253,253
01/03/2022,PRDVGDIC856,G1,36,341.23,225.82
01/08/2021,PRD68DGLEHG,G1,76,260.11,343.735
01/03/2020,PRDD7OINW19,G1,146,253,211
01/12/2021,PRDFJZEMJEL,G1,66,341.23,341.23
01/05/2020,PRDHUCSCJHP,G1,66,253,211
01/07/2020,PRDU8UG9X5I,G1,32,253,25.6
01/04/2020,PRDWYH857YM,G1,40,253,359.1274
01/03/2022,PRDYTB0SRHM,G1,66,341.23,253
01/10/2020,PRDEK8MLZGK,G1,36,253,329.467
01/10/2021,PRDAJQL67PX,G1,54,341.23,304
01/10/2020,PRDYFL53QAX,G1,96,253,253
01/07/2021,PRDX0P8F876,G1,30,260.11,301
01/04/2020,PRDZ7P0KAAB,G1,128,253,253
01/12/2021,PRDI9FZCH85,G1,40,341.23,341.23
01/05/2020,PRDMH4L442R,G1,80,253,253
01/02/2022,PRDCTDW78SB,G1,76,341.23,225.82
01/11/2021,PRDSXNKY060,G1,30,341.23,556.93
01/11/2021,PRDS4HVVZMP,G1,68,341.23,341.23
01/09/2021,PRD8NO1GC2E,G1,66,341.23,341.23
01/02/2022,PRDWLJE6G04,G1,56,341.23,304
01/04/2021,PRDSEOFEBR2,G1,36,253,304
01/06/2020,PRDL9X2R4R1,G1,122,253,253
01/07/2021,PRD1DF9U3JN,G1,66,260.11,275.4064
01/08/2020,PRDNVLALBW0,G1,80,253,253
01/08/2020,PRDOGN1TNQU,G1,96,253,307.069
01/04/2020,PRD623L9G89,G1,46,253,253
01/04/2021,PRD9LDX9PHN,G1,100,253,253
01/12/2021,PRDY76FGJA9,G1,66,341.23,341.23
01/07/2020,PRDVP768U1M,G1,32,253,303.97
01/05/2021,PRDQAAIBQ70,G1,46,253,304
01/01/2022,PRDXSN35QAU,G1,46,341.23,498.58
01/10/2020,PRDTMWH7M6P,G1,44,253,312.37
01/03/2022,PRDJA5D0713,G1,66,341.23,271.99
01/04/2021,PRD3IFRW18Y,G1,48,253,329.0143
01/01/2022,PRDDS1891NU,G1,26,341.23,498.58
01/09/2021,PRD3J6E8BNE,G1,66,260.11,260.11
01/05/2021,PRDJV39Z65L,G1,66,260.11,253
01/05/2020,PRDDU2PX8SB,G1,106,253,253
01/01/2022,PRDBM2JLKHD,G1,370,271.99,243.82
01/01/2022,PRD3SSE4QZZ,G1,316,271.99,225.82
01/07/2021,PRDQSXMYXTA,G1,112,232.3036,260.11
01/01/2021,PRD3KJUM6FI,G1,66,211,253
01/09/2020,PRDOKVL79KO,G1,96,211,253
01/09/2020,PRDI3Z6X6EV,G1,96,211,253
01/06/2020,PRDLJ0T11NC,G1,346,211,211
01/07/2021,PRDUEIMIPVU,G1,216,232.3036,211
01/04/2021,PRDP24NL3RY,G1,180,211,211
01/08/2020,PRDR09JAP1R,G1,106,211,253
01/11/2021,PRDEG0IF20I,G1,116,271.99,211
01/11/2021,PRDT9WTA4R6,G1,96,271.99,341.23
01/01/2022,PRDTA53TG0J,G1,216,271.99,271.99
01/03/2022,PRDJFZ1Q360,G1,266,271.99,271.99
01/11/2020,PRDAIF2K77O,G1,66,211,253
01/11/2021,PRDZJ3CAGG3,G1,116,271.99,394
01/01/2022,PRDB7HFAVWZ,G1,276,271.99,225.82
01/04/2021,PRDI45J0SX1,G1,116,211,253
01/01/2021,PRDJJ8AKXWY,G1,246,211,211
01/04/2020,PRD2FE61OQG,G1,66,211,253
01/07/2021,PRD735567TT,G1,28,232.3036,292
01/12/2021,PRDWII7C8G0,G1,216,271.99,253
01/03/2022,PRDKI7T1621,G1,206,271.99,225.82
01/03/2021,PRDUZYIVXK1,G1,276,211,211
01/09/2021,PRDEI89XVIZ,G1,216,271.99,232.3
01/06/2020,PRDDPK3WH7X,G1,56,211,196
01/02/2022,PRDBVBLETWK,G1,26,271.99,225.82
01/05/2020,PRDJT4RTTYF,G1,256,211,196
01/01/2021,PRDKKE5JWOV,G1,96,211,253
01/01/2021,PRDQED0B5O4,G1,140,211,253
01/11/2021,PRD27F3EHXK,G1,66,271.99,341.23
01/07/2020,PRD36LYTB4B,G1,240,211,253
01/03/2020,PRDBZ5DCZNA,G1,416,211,211
01/09/2020,PRD1I36O6P8,G1,66,211,253
01/02/2022,PRDH8PQ18Z8,G1,52,271.99,211
01/08/2020,PRD1BQB1GU3,G1,216,211,211
01/03/2020,PRDRNDZPOAY,G1,186,211,253
01/02/2022,PRDCFBAYVDV,G1,3316,215.32,200.5
01/03/2022,PRDZVZT66LA,G1,216,215.32,155.5
01/01/2021,PRD7VJQHYF7,G1,704,169,207.97
01/06/2021,PRDTVEJ76A9,G1,1226,205.3576,181
01/05/2020,PRDLA7YWF3I,G1,242,169,196
01/04/2020,PRDHPF439Y2,G1,256,169,196
01/04/2020,PRDT2GZKH2H,G1,2016,169,145
01/12/2020,PRDD5SKWXYC,G1,2216,169,169
01/03/2021,PRD3GRCB1EP,G1,72,169,253
01/04/2021,PRDGWU260F9,G1,136,169,253
01/03/2021,PRD2I3OZQD2,G1,516,169,155.5
01/02/2021,PRD2EENV4UE,G1,716,169,207.97
01/02/2021,PRDPB4PTA60,G1,44,169,185.44
01/06/2021,PRDKWWQMIOT,G1,1976,205.3576,169
01/03/2021,PRDBGYJCMRC,G1,272,169,207.97
01/02/2022,PRDX2I05WLU,G1,616,215.32,155.5
01/08/2020,PRDGTAYTAPZ,G1,616,169,155.5
01/12/2020,PRDM5EGIOD9,G1,2234,169,169
01/12/2020,PRDX6OPRXAB,G1,1216,169,155.5
01/07/2021,PRD5HEXDDNM,G1,216,205.3576,155.5
01/05/2021,PRDOHRZP77D,G1,416,169,155.5
01/09/2021,PRDR6X7PW8N,G1,216,215.32,155.5
01/02/2021,PRDYU8ZQKKR,G1,36,169,304
01/07/2020,PRDLGD81BGB,G1,56,169,304
01/05/2020,PRDCON3H77E,G1,1016,169,155.5
01/04/2021,PRDW43S31I5,G1,3316,169,155.5
01/06/2021,PRDW1ULFZI4,G9,26,102.46,102.46
01/11/2020,PRDEP9TPBTH,G9,36,102.46,126.1
01/07/2021,PRD4U5PLBFO,G9,26,102.46,102.46
01/04/2021,PRDCLC8O6G6,G9,56,102.46,102.46
01/12/2020,PRD7IPSYI16,G9,60,102.46,83.5
01/08/2021,PRDW8K3VREM,G9,26,102.46,102.46
01/10/2020,PRDU1E7H354,G9,26,102.46,102.442
01/05/2020,PRDP5EXECX3,G9,556,78.1,90.46
01/12/2020,PRDTRLAICH9,G9,400,78.1,85.465
01/06/2021,PRD1NGUL4W6,G9,516,78.1,73.15
01/11/2021,PRD1ABT14XK,G9,32,78.1,171.25
01/11/2020,PRDLL8LWGYZ,G9,216,78.1,84.31
01/08/2020,PRDXBQBLBX0,G9,246,73.15,83.5
01/12/2020,PRD4EE4W5N5,G9,416,73.15,83.5
01/12/2020,PRDWQABZ4JS,G9,416,73.15,80.5
01/01/2021,PRD7KFYQ0XC,G9,496,73.15,83.5
01/11/2021,PRDP9U9082J,G9,1878,73.15,26.89
01/12/2020,PRD0SZXOA4I,G9,216,73.15,83.5
01/05/2021,PRDTZPHQVGG,G9,416,73.15,73.15
01/06/2021,PRDFO898S72,G9,816,73.15,73.15
01/01/2021,PRDX8MGKY3W,G9,696,73.15,78.1
01/03/2021,PRDAPK0858B,G9,216,73.15,83.5
01/08/2021,PRD0N6Z036V,G9,136,92.41,82
01/10/2021,PRDIN6WKFG0,G9,206,120.64,150.49
01/11/2020,PRD6P4ZTV91,G9,156,92.41,83.5
01/04/2020,PRD426S1JNG,G9,66,92.41,83.5
01/08/2021,PRDSF4S5C0K,G9,56,92.41,92.08
01/09/2021,PRDOHNV9XB0,G9,54,120.64,98.35
01/08/2020,PRDWIXZOL0D,G9,116,92.41,82
01/03/2021,PRDSNGHR9LY,G9,216,83.5,83.5
01/08/2020,PRDMYWSPMT4,G9,416,83.5,78.1
01/09/2020,PRDH5JBSNHZ,G9,2676,68.56,64.36
01/08/2020,PRDMTO6KPJD,G9,66,68.56,64.36
01/10/2020,PRDV5QJ5MUC,G9,1766,68.56,64.36
01/12/2020,PRDS5OUM12P,G1,28,245.32,245.32
01/07/2021,PRD7II9UB1E,G1,28,252.1996,232
01/01/2021,PRD6F8SF0F1,G1,26,245.32,245.32
01/06/2021,PRDJUPRXSOC,G1,26,252.1996,242.74
01/06/2021,PRDVZ38SLUO,G1,46,252.1996,252.19
01/12/2020,PRDL59VGT1T,G1,28,245.32,251.9899
01/09/2021,PRD41Q40YVL,G1,36,252.1996,252.19
01/06/2021,PRDFVRBF0IT,G1,26,252.1996,204.94
01/05/2021,PRDC95OZ5TB,G1,34,245.32,245.32
01/03/2021,PRD8AP29I4D,G1,46,245.32,245.32
01/09/2020,PRDOA4P0LTC,G1,26,245.32,245.32
01/12/2020,PRDE04R7TME,G1,40,245.32,245.32
01/03/2021,PRD1RA1690F,G1,406,156.94,156.94
01/04/2021,PRDQ6LSZEBB,G1,356,156.94,156.94
01/12/2020,PRDX4WJZN2U,G1,1016,149.89,149.89
01/01/2021,PRDRF3QHH8A,G1,216,149.89,149.89
01/03/2021,PRDQ0RHKCXA,G1,416,149.89,149.89
01/01/2021,PRD3R43H3XR,G1,44,199.45,245.32
01/04/2021,PRDOC5ZNBCJ,G1,28,199.45,245.32
01/09/2020,PRDL2GFOLXJ,G1,66,199.45,181
01/02/2021,PRD0JACIHL0,G1,126,199.45,181.15
01/05/2021,PRD85TMCILL,G1,30,199.45,252.19
01/09/2020,PRD5PMKB1MI,G1,96,199.45,199.45
01/10/2020,PRDGK1N6FAP,G1,56,199.45,211.57
01/09/2020,PRDA5FIO902,G1,56,199.45,208.09
01/09/2020,PRDEDHXFJIQ,G1,128,199.45,199.45
01/06/2021,PRD12GT7DJL,G1,66,204.9535,204.94
01/06/2021,PRDBFYYC2WD,G1,76,204.9535,252.19
01/02/2021,PRDYKRLJDA5,G1,126,199.45,197.68
01/10/2020,PRD0EWATC80,G1,426,162.82,162.82
01/06/2021,PRD8OBZ0GPK,G1,176,167.2246,204.94
01/06/2021,PRDS74Y170R,G1,116,167.2246,199.45
01/02/2021,PRDIE2259JE,G1,66,162.82,199.45
01/09/2021,PRD9O1SFEX2,G1,416,167.2246,166.9
01/05/2021,PRDSVXUJNLD,G1,116,167.2246,199.45
01/04/2021,PRD72ILA1IA,G1,66,162.82,199.45
01/07/2021,PRDWBYJNR94,G1,156,167.2246,204.94
01/08/2021,PRDVYYN0N1D,G1,216,167.2246,167.23
01/07/2021,PRD3S83QLEL,G1,416,145.87,162.82
01/07/2021,PRDD5K0DW7Z,G1,2616,145.87,142
01/06/2021,PRDF22IMO9N,G2,26,179.3374,179.35
01/01/2022,PRD49U7EKXJ,G2,26,240.1,167.02
01/10/2021,PRDE1GRRIHB,G2,32,240.1,240.1
01/03/2021,PRDBHDV1SHS,G2,48,174.58,223.1314
01/06/2021,PRDXVUAEQVR,G2,28,179.3374,179.35
01/04/2021,PRDQ5DIJ86K,G2,36,174.58,180.808
01/12/2020,PRDHKUG4YMA,G2,26,174.58,168.25
01/03/2021,PRD9W9UXZQN,G2,36,174.58,142.84
01/01/2022,PRD5Y7P5CFS,G2,30,240.1,240.1
01/09/2021,PRDLXBPIONB,G2,34,240.1,179.35
01/11/2020,PRDNWA1B3S8,G2,30,174.58,219.82
01/12/2020,PRDYENWGH7Q,G2,26,174.58,142.84
01/06/2021,PRDLUN2KSK6,G2,34,179.3374,232.1734
01/01/2021,PRDM7XE8FCV,G2,36,174.58,142.84
01/10/2021,PRDDEL8MIHX,G2,40,240.1,316.1149
01/01/2021,PRD1GY1PB2Y,G2,28,174.58,142.84
01/06/2021,PRDLBS6A5FI,G2,516,108.55,146.65
01/02/2022,PRDCYG51IX5,G2,416,110.53,146.65
01/01/2022,PRDOBROMZW0,G2,216,110.53,146.65
01/01/2021,PRDNHL049G1,G2,126,142.84,142.84
01/06/2021,PRDTFTP27JF,G2,26,146.6452,120.52
01/05/2021,PRDKPXGDIVM,G2,76,142.84,127
01/12/2020,PRD6F1BDGTT,G2,56,142.84,174.58
01/11/2020,PRD4QR3L2MH,G2,36,142.84,174.58
01/06/2021,PRD1HT4NFPD,G2,180,146.6452,140.5897
01/08/2021,PRD01JILN1E,G2,66,146.6452,120.52
01/11/2020,PRDS8MQ3UGH,G2,96,142.84,139
01/09/2021,PRD5ZVGQ1XC,G2,36,167.02,134.89
01/10/2021,PRDL6H72VOK,G2,28,167.02,240.1
01/02/2021,PRD7OY0HHDI,G2,54,142.84,142.84
01/06/2021,PRDPYT9IJET,G2,96,146.6452,139
01/08/2021,PRD5HX16O9U,G2,116,146.6452,146.65
01/03/2022,PRDSKRHQ4L2,G2,136,167.02,167.02
01/01/2021,PRDL42PJDKK,G2,58,142.84,142.84
01/01/2022,PRDDQZTQH8B,G2,180,167.02,147.07
01/09/2020,PRD33JQBYBU,G2,66,142.84,142.84
01/02/2021,PRDCOXV50EL,G2,66,142.84,142.84
01/09/2021,PRDOCNT7MBV,G2,64,146.6452,179.35
01/01/2021,PRD1XNGJA5A,G2,66,142.84,142.84
01/01/2021,PRDEYH8UU25,G2,416,117.49,142.84
01/11/2021,PRDJPPCG9R2,G2,256,134.89,146.65
01/09/2021,PRDC4L4H475,G2,66,134.89,146.65
01/12/2021,PRD042C9IZG,G2,236,134.89,139.87
01/01/2022,PRDSOEL0NAO,G2,116,134.89,167.02
01/01/2022,PRD0Z0FGNUV,G2,220,134.89,139.87
01/04/2021,PRDSLJ8EHR6,G2,416,117.49,117.49
01/07/2021,PRD8KP7U6E6,G2,616,105.79,105.79
01/06/2021,PRD4JJ9VVDG,G2,616,105.79,105.79
01/03/2022,PRDHMHPJJ8H,G2,2216,108.58,108.58
01/12/2021,PRDDN1KT1LQ,G2,1016,108.58,108.58
01/08/2021,PRDEAGH3R16,G2,616,105.79,105.79
01/09/2021,PRDAQ6YS2EW,G2,616,108.58,105.79
01/10/2021,PRD1JBKZ2BR,G2,2016,104.68,108.55
01/11/2021,PRDNHSH3QBD,G2,2016,104.68,108.55
01/04/2021,PRDVNJEGZ9T,G2,8496,103.09,113.05
01/08/2021,PRDIKBSZSQA,G2,1876,103.09,105.79
01/04/2021,PRDG7CCLTZU,G2,1416,103.09,105.79
01/06/2021,PRDH6XIM23C,G2,616,103.09,105.79
01/10/2021,PRDH4RL0T60,G2,36,219.7,245.413
01/07/2021,PRDFH6KABTP,G2,40,164.4127,134.74
01/05/2021,PRDFD3F7UV3,G2,26,160.09,160.09
01/02/2021,PRDZOVLXK1J,G2,44,160.09,160.09
01/12/2021,PRD4CDN8TEY,G2,36,219.7,219.7
01/04/2021,PRD6THWMUPN,G2,36,160.09,108.25
01/04/2021,PRD17NMLPQK,G2,36,160.09,108.25
01/12/2020,PRDE7KFSYXM,G2,42,160.09,101.8
01/07/2021,PRDNCJTBDSL,G2,36,164.4127,164.41
01/03/2021,PRDW9JCDHYU,G2,44,160.09,160.09
01/01/2021,PRD7STSMQEY,G2,34,160.09,160.09
01/10/2020,PRDILKD5FP7,G2,74,104.56,131.29
01/03/2021,PRDG59H71SM,G2,166,104.56,131.29
01/02/2021,PRD12LGUIX9,G2,436,104.56,108.25
01/01/2021,PRDKMXG2EWX,G2,436,104.56,108.25
01/08/2021,PRD1FYEOAL7,G2,1076,100.12,97.6
01/07/2021,PRD5T5G50BV,G2,766,100.12,100.12
01/03/2022,PRD4VSABN29,G2,330,101.89,124.03
01/03/2022,PRDMJR1R7G3,G2,38,101.89,124.03
01/04/2021,PRD0MPI53YL,G2,596,100.12,104.56
01/11/2021,PRD6JGU65BK,G2,32,101.89,219.7
01/08/2021,PRD1N7DCEP0,G2,1026,100.12,100.12
01/06/2021,PRDVLKU57JL,G2,26,100.12,100.12
01/12/2021,PRD0UQGWTQ4,G2,1616,101.89,101.89
01/08/2021,PRDPYVRMJ6M,G2,416,100.12,134.74
01/12/2021,PRD0UQERKUU,G2,66,153.28,191.272
01/12/2020,PRDD6GHAW86,G2,28,131.29,160.09
01/10/2020,PRDHEHRF9JY,G2,168,131.29,123.25
01/06/2021,PRDWD5DX113,G2,66,134.7487,131.29
01/03/2022,PRDK3VFRBIJ,G2,60,153.28,151
01/08/2021,PRDIPFLPTOR,G2,32,134.7487,164.41
01/06/2021,PRD1E8OQ7SM,G2,26,134.7487,134.74
01/09/2021,PRDBEY0U00H,G2,76,153.28,164.41
01/04/2021,PRDD88UMU4P,G2,154,131.29,131.29
01/02/2021,PRDFF99G952,G2,46,131.29,160.09
01/03/2022,PRDEDKRXIA3,G2,166,153.28,153.0448
01/12/2021,PRDA3EXSH68,G2,216,124.03,124.03
01/02/2022,PRDDIQHX4I4,G2,316,124.03,128.62
01/11/2020,PRDRPIV9EJG,G2,166,108.25,108.25
01/12/2020,PRDR135QYK5,G2,286,108.25,108.25
01/12/2020,PRDEUI7UXAC,G2,28,97.6,160.09
01/10/2020,PRD5XJW9UPI,G2,2016,97.6,97.6
01/01/2021,PRDR1N9E6YD,G2,4256,97.6,106.69
01/02/2021,PRDE86MZV3T,G2,26,174.52,174.52
01/12/2021,PRDHYN60RP2,G2,32,240.04,217.63
01/09/2021,PRDFZP7WOT2,G2,32,240.04,179.29
01/10/2020,PRDLB07W16O,G2,176,117.46,117.46
01/10/2020,PRDWTHOU8YK,G2,216,117.46,117.46
01/12/2021,PRDRMD721Z7,G2,216,134.83,135.1
01/02/2021,PRDIPWJMMS2,G2,26,174.52,174.52
01/08/2021,PRDZMY6CSBM,G2,52,179.2756,235.2067
01/09/2021,PRDYK0WSGB4,G2,36,240.04,179.29
01/01/2022,PRD2ILSX36O,G2,30,240.04,240.04
01/12/2021,PRDXGWR93EU,G2,26,240.04,240.04
01/03/2022,PRD62VD3FSA,G2,56,240.04,240.04
01/07/2021,PRDC67XK3UM,G2,26,179.2756,228.184
01/04/2021,PRDM1B41ZEJ,G2,216,108.52,117.46
01/09/2021,PRDBDVMFOH5,G2,416,110.5,120.49
01/02/2022,PRDDBDY02W6,G2,136,110.5,113.41
01/11/2021,PRDAD3922SU,G2,516,110.5,113.41
01/01/2022,PRDLRZEWH5R,G2,36,166.99,240.04
01/01/2021,PRDHETL0WMO,G2,76,142.81,158.083
01/04/2021,PRD15XO3Y3X,G2,28,142.81,174.52
01/02/2022,PRDOVJ2P2QW,G2,40,166.99,174.52
01/10/2020,PRD2GGB1TDO,G2,66,142.81,142.81
01/10/2021,PRDWNHEYI7K,G2,66,166.99,166.99
01/11/2020,PRD0WR81RO5,G2,76,142.81,154.027
01/12/2020,PRD8ZJOIA0Y,G2,216,117.46,117.46
01/10/2020,PRDG1J5X0SU,G2,62,117.46,117.46
01/12/2021,PRDQ0VZ607V,G2,216,134.83,135.1
01/06/2021,PRDGBS8ERGV,G2,286,120.5038,124
01/10/2020,PRD38GMQYBB,G2,62,117.46,117.46
01/11/2020,PRD3GO8RU8Y,G2,170,117.46,117.46
01/09/2021,PRDTZJR19S6,G2,26,134.83,179.29
01/09/2020,PRDUYSE2MIP,G2,66,117.46,142.81
01/12/2021,PRDJQ2X0N65,G1,36,274.33,190.09
01/12/2021,PRDCXAOPGUD,G1,36,274.33,274.318
01/11/2021,PRDN4WSXKKF,G2,46,196.36,121
01/10/2021,PRD38UKB22X,G2,26,196.36,196.36
01/06/2021,PRDZNRZS30R,G2,26,147.4177,168.04
01/11/2020,PRDZFH3LTD4,G2,32,143.59,179.98
01/03/2022,PRDC5KBTOD5,G2,58,196.36,196.36
01/05/2021,PRDYLQBD5DX,G2,36,143.59,162.037
01/11/2020,PRD6737KAVL,G2,52,118.09,143.62
01/03/2021,PRDIOK8WHNC,G2,40,118.09,143.59
01/12/2021,PRD2BZ9ZG3Q,G2,66,137.56,166.96
01/06/2021,PRDKKAU3JUQ,G2,166,121.1527,121.15
01/11/2020,PRDSOAXA7L0,G2,168,118.09,114.76
01/03/2022,PRDAUO2ETGM,G2,66,137.56,137.56
01/09/2021,PRDH8FL861L,G2,416,88.27,90.49
01/10/2021,PRDQ9J3N761,G2,2216,90.49,90.49
01/05/2021,PRD73Q0ITYI,G2,816,88.27,90.49
01/07/2021,PRDTDGRARCV,G2,26,160.5811,160.588
01/07/2021,PRDJ7Q7OSFB,G2,28,160.5811,160.57
01/11/2021,PRDJJIY9VG9,G2,28,214.39,211.6549
01/08/2021,PRDLV1VGEB3,G2,28,160.5811,148.27
01/12/2021,PRDGYBTR4CZ,G2,66,149.68,149.68
01/05/2021,PRDB9RC5BU8,G2,28,128.29,156.37
01/02/2022,PRD0HZ9UZUV,G2,66,149.68,149.68
01/11/2020,PRDLTB0V2NS,G2,136,128.29,128.29
01/03/2022,PRD2ULIYZ57,G2,80,149.68,149.68
01/01/2021,PRDFGCKKSWV,G2,216,105.85,105.85
01/09/2021,PRDNGZMA6RA,G2,116,94.48,95.47
01/05/2021,PRDR2HNEUN2,G2,2016,93.1,105.85
01/01/2022,PRDMD6QOZUV,G2,1016,94.48,95.47
01/11/2021,PRD5LG79EQO,G2,2916,94.48,95.47
01/06/2021,PRDEK3UJX65,G2,2016,93.1,105.85
01/12/2021,PRDM083VTDR,G2,2016,94.48,95.47
01/11/2020,PRDE7LXZRJ4,G1,42,522.7,522.7
01/08/2021,PRDO34ZDABW,G1,26,537.901,420.49
01/08/2021,PRDYIDMF8I2,G1,38,537.901,420.49
01/08/2021,PRDB9I8BNXJ,G1,156,450.9175,517
01/06/2021,PRDB34U3NUT,G1,136,450.9175,478
01/08/2021,PRDMUITB9PM,G1,156,420.481,605.41
01/10/2020,PRDV5IU73HW,G1,30,522.7,481
01/05/2021,PRDTA4BPL5Q,G1,36,522.7,522.7
01/12/2020,PRD9B0YLITU,G1,30,522.7,520.6
01/07/2021,PRDC13WH5FB,G1,26,522.7,481
01/03/2021,PRDJYWI57NH,G1,56,522.7,522.7
01/10/2020,PRDQJTYD75G,G1,28,522.7,522.7
01/02/2021,PRDBWHK03ZB,G1,26,522.7,522.7
01/10/2020,PRDOFLVDV0S,G1,36,522.7,522.7
01/08/2021,PRDEQN7CD19,G1,26,522.7,517.75
01/02/2021,PRDGL3RF4J6,G1,166,438.25,438.25
01/08/2021,PRDIL8QAN19,G1,192,438.25,497.35
01/10/2020,PRDCS66BQ3Z,G1,66,438.25,438.25
01/01/2021,PRDZ7FCNKSZ,G1,166,438.25,438.25
01/11/2020,PRDPZEHSV3A,G1,310,408.7,408.7
01/10/2020,PRD7BWI5CZZ,G1,152,408.7,408.7
01/08/2021,PRD0OMDJVIV,G1,192,408.7,582.28
01/08/2021,PRDZ5OM1G7X,G1,156,408.7,420.49
01/04/2021,PRDPJWJOJ05,G1,116,408.7,438.25
01/06/2021,PRDJWTQ84VW,G1,116,408.7,438.25
01/10/2020,PRDG0ZOVV30,G2,26,169.15,169.15
01/09/2020,PRDEC2YDPZN,G2,36,169.15,169.15
01/05/2021,PRDJMDBJI5N,G2,158,138.52,138.52
01/04/2021,PRDD5Y8X3J3,G2,50,138.52,169.15
01/02/2022,PRDG5836N12,G2,68,161.83,232.39
